property_type,seller_name,price(rs),area_insqft,location
2 BHK Apartment,Revahs Construction Services,5000000,751,Sembakkam
2 BHK Apartment,Prop Identity,4699555,955,Ambattur
1 BHK Apartment,Prop Identity,2699487,567,Ambattur
2 BHK Apartment,Prop Identity,3799278,798,Ambattur
2 BHK Villa,Karthick,4648500,1033,Vandalur
3 BHK Villa,Karthick,6655500,1479,Vandalur
2 BHK Apartment,Karthick,11822184,1062,Perungudi
3 BHK Apartment,Karthick,14805560,1330,Perungudi
1 BHK Apartment,Karthick,3804246,621,Kuthambakkam
3 BHK Apartment,Karthick,15361200,1506,Perungudi
3 BHK Apartment,Karthick,18635400,1827,Perungudi
3 BHK Apartment,Karthick,10582500,1411,Karapakkam
2 BHK Apartment,Karthick,9216000,1024,Velappanchavadi
2 BHK Apartment,Karthick,6578200,1061,Siruseri
2 BHK Apartment,Karthick,8799841,719,Pallavaram
2 BHK Apartment,PS Realty,5551200,1028,Gerugambakkam
3 BHK Apartment,PS Realty,7684200,1423,Gerugambakkam
2 BHK Apartment,PS Realty,6415200,1188,Gerugambakkam
2 BHK Apartment,PS Realty,5556600,1029,Gerugambakkam
3 BHK Apartment,PS Realty,8775000,1625,Gerugambakkam
2 BHK Apartment,PS Realty,6393600,1184,Gerugambakkam
2 BHK Apartment,PS Realty,5313600,984,Gerugambakkam
3 BHK Apartment,PS Realty,8321400,1541,Gerugambakkam
1 BHK Apartment,PS Realty,3666600,679,Gerugambakkam
2 BHK Apartment,PS Realty,5162400,956,Gerugambakkam
3 BHK Apartment,PS Realty,8640000,1600,Gerugambakkam
2 BHK Apartment,PS Realty,5335200,988,Gerugambakkam
3 BHK Apartment,PS Realty,8980200,1663,Gerugambakkam
2 BHK Apartment,PS Realty,5837400,1081,Gerugambakkam
2 BHK Apartment,PS Realty,5481000,1015,Gerugambakkam
3 BHK Apartment,Red Realty,87900000,2930,Teynampet
3 BHK Apartment,Red Realty,87900000,2930,Teynampet
3 BHK Apartment,Red Realty,24975000,1850,Royapettah
3 BHK Villa,Agila Ravi,12500000,1800,Madanankppam
5 BHK Villa,Agila Ravi,13500000,2517,Madanankppam
3 BHK Villa,Agila Ravi,10700001,1600,Kolathur
3 BHK Independent House,Agila Ravi,9000000,1300,Kolathur
5 BHK Villa,Agila Ravi,10500000,2000,Kolathur
3 BHK Villa,Agila Ravi,16500001,2300,Kolathur
2 BHK Apartment,Agila Ravi,6500000,740,Kolathur
3 BHK Villa,Agila Ravi,11500000,1750,Kolathur
4 BHK Independent House,Agila Ravi,15500000,2300,Kolathur
3 BHK Villa,Agila Ravi,10700000,1600,Madanankppam
3 BHK Apartment,JD Builders,16010000,1335,Thiruvanmiyur
3 BHK Apartment,JD Builders,18913275,1630,Thiruvanmiyur
3 BHK Apartment,Fantasy Realtors,6600000,1205,Madipakkam
3 BHK Apartment,Vishaka Home,12500000,1288,Nanganallur
2 BHK Apartment,Vishaka Home,11300000,963,Nanganallur
2 BHK Villa,Thiyagu,5272829,1075,Perungalathur
2 BHK Villa,Thiyagu,6265888,1000,Perungalathur
2 BHK Villa,Thiyagu,5101681,1000,Poonamallee
2 BHK Villa,Thiyagu,5392200,1045,Poonamallee
2 BHK Villa,Thiyagu,5460887,1050,West Tambaram
2 BHK Apartment,Choice Realty,6500000,1008,Medavakkam
3 BHK Apartment,Choice Realty,9000000,1338,Medavakkam
3 BHK Apartment,Red Realty,19440000,1215,Royapettah
2 BHK Apartment,EA Homes,8127000,903,Pazhavanthangal
2 BHK Apartment,EA Homes,8010000,890,Pazhavanthangal
2 BHK Apartment,EA Homes,6732000,990,Kilkattalai
2 BHK Apartment,EA Homes,8288000,1036,Nanganallur
2 BHK Apartment,EA Homes,7200000,800,Pazhavanthangal
2 BHK Independent House,ADIR ENTERPRISES,4500160,820,Mangadu
2 BHK Independent House,ADIR ENTERPRISES,6300840,910,Mangadu
3 BHK Independent House,ADIR ENTERPRISES,7500480,1202,Mangadu
2 BHK Villa,STAAR HOMES,5900000,900,Medavakkam
10 BHK Independent House,Krish Realty,41000000,5540,Pallikaranai
4 BHK Villa,Krish Realty,81000000,4000,Injambakkam
1 BHK Apartment,Krish Realty,4499480,571,Pallikaranai
2 BHK Apartment,PRAMEELA,7029000,990,Perambur
2 BHK Apartment,PRAMEELA,7455000,1050,Perambur
3 BHK Apartment,PRAMEELA,10863000,1530,Perambur
2 BHK Apartment,PRAMEELA,6958000,980,Perambur
3 BHK Apartment,PRAMEELA,10401500,1465,Perambur
3 BHK Apartment,PRAMEELA,13900887,1543,Perambur
2 BHK Apartment,PRAMEELA,9499775,1075,Perambur
2 BHK Apartment,PRAMEELA,10000488,1158,Perambur
3 BHK Apartment,PRAMEELA,13000520,1495,Perambur
3 BHK Apartment,PRAMEELA,13000500,1500,Perambur
2 BHK Apartment,PRAMEELA,11200596,1166,Perambur
2 BHK Apartment,PRAMEELA,7364841,737,Ayanavaram
2 BHK Apartment,PRAMEELA,9283497,929,Ayanavaram
2 BHK Apartment,Krish Realty,8300000,1136,Pallikaranai
2 BHK Villa,ELITE ESTATES,4062200,700,Balaji Nagar
2 BHK Villa,ELITE ESTATES,3422600,850,Balaji Nagar
2 BHK Villa,ELITE ESTATES,3905600,700,Balaji Nagar
3 BHK Apartment,Dhamoder realty,29100000,1562,T Nagar
2 BHK Apartment,Dhamoder realty,8000000,755,Virugambakkam
2 BHK Apartment,Dhamoder realty,11500000,960,Shenoy Nagar
3 BHK Apartment,Dhamoder realty,27500000,1685,Anna Nagar
3 BHK Apartment,Dhamoder realty,25100000,1525,Shenoy Nagar
1 BHK Apartment,24K Realtors,3700000,587,Navallur
3 BHK Independent House,24K Realtors,14325000,2653,Padur
3 BHK Apartment,24K Realtors,72000000,2500,Anna Salai
3 BHK Independent Floor,GL Reddy Home Enterprises,14000000,1410,Neelankarai
4 BHK Apartment,24K Realtors,92700000,3200,Royapettah
3 BHK Villa,24K Realtors,14500000,2653,Padur
4 BHK Independent House,24K Realtors,12950000,2100,Perungalathur
3 BHK Villa,24K Realtors,13200000,2415,Padur
2 BHK Apartment,MCP OMR,3500000,777,Kelambakkam
3 BHK Apartment,MCP OMR,9500000,1733,Kelambakkam
2 BHK Villa,Agila Ravi,10500000,1300,Kolathur
3 BHK Apartment,MCP OMR,5700000,1350,Kelambakkam
3 BHK Apartment,MCP OMR,9500000,1733,Kelambakkam
3 BHK Apartment,JD Builders,16000000,1375,Thiruvanmiyur
2 BHK Apartment,JD Builders,11100000,934,Thiruvanmiyur
2 BHK Apartment,JD Builders,11100000,934,Thiruvanmiyur
5 BHK Independent House,Vishaka Home,100000000,5937,Thiruvanmiyur
3 BHK Villa,Thiyagu,8122344,1520,Sadhanathapuram
3 BHK Villa,Thiyagu,8582167,1600,West Tambaram
2 BHK Villa,Thiyagu,6000061,1075,Vandalur
2 BHK Villa,Thiyagu,3861719,750,Poonamallee
3 BHK Apartment,Red Realty,20000000,1250,Gopalapuram
4 BHK Villa,Vishnu Foundation Ltd,13000000,2180,Mappedu
3 BHK Villa,Vishnu Foundation Ltd,9700000,1681,Mappedu
3 BHK Apartment,Vishnu Foundation Ltd,9420200,1406,Chitlapakkam
3 BHK Villa,Vishnu Foundation Ltd,9700000,1565,Mappedu
3 BHK Apartment,Vishnu Foundation Ltd,13116900,1901,Rajakilpakkam
3 BHK Apartment,Vishnu Foundation Ltd,9059700,1313,Rajakilpakkam
3 BHK Apartment,Vishnu Foundation Ltd,9646200,1398,Rajakilpakkam
2 BHK Apartment,Vishnu Foundation Ltd,6078900,881,Rajakilpakkam
3 BHK Apartment,Vishnu Foundation Ltd,11481600,1664,Rajakilpakkam
2 BHK Apartment,Vishnu Foundation Ltd,7229300,1079,Chitlapakkam
3 BHK Apartment,Vishnu Foundation Ltd,10418500,1555,Chitlapakkam
2 BHK Apartment,Vishnu Foundation Ltd,6432000,960,Chitlapakkam
2 BHK Apartment,Vishnu Foundation Ltd,6137200,916,Chitlapakkam
3 BHK Apartment,Eeshani,11328000,1770,Chromepet
3 BHK Apartment,Eeshani,9248000,1445,Chromepet
2 BHK Apartment,Eeshani,6112000,955,Chromepet
2 BHK Apartment,Eeshani,6208000,970,Chromepet
3 BHK Apartment,Eeshani,7680000,1200,Chromepet
2 BHK Apartment,Gayathiri,5390000,1078,Kundrathur
3 BHK Apartment,Gayathiri,6415000,1283,Kundrathur
3 BHK Apartment,Gayathiri,5775000,1155,Kundrathur
2 BHK Apartment,Gayathiri,6945000,1389,Kundrathur
2 BHK Apartment,Gayathiri,4415000,883,Kundrathur
3 BHK Apartment,Gayathiri,7904250,1171,Irumbuliyur
2 BHK Apartment,ARB HOMES,9451013,1247,Porur
3 BHK Apartment,ARB HOMES,11777766,1554,Porur
3 BHK Apartment,ARB HOMES,11770187,1553,Porur
3 BHK Apartment,ARB HOMES,13801359,1821,Porur
2 BHK Apartment,ARB HOMES,8268689,1091,Porur
2 BHK Apartment,ARB HOMES,8261110,1090,Porur
3 BHK Apartment,ARB HOMES,19189036,2315,Sholinganallur
1 BHK Apartment,ARB HOMES,5064579,611,Sholinganallur
3 BHK Apartment,ARB HOMES,10000000,1271,Anna Nagar
2 BHK Apartment,ARB HOMES,7133733,869,Anna Nagar
3 BHK Apartment,ARB HOMES,8974858,1116,Anna Nagar
2 BHK Apartment,ARB HOMES,7171002,874,Anna Nagar
3 BHK Apartment,ARB HOMES,9013190,1510,Poonamallee
2 BHK Apartment,ARB HOMES,6607683,1107,Poonamallee
3 BHK Apartment,ARB HOMES,9025128,1512,Poonamallee
2 BHK Apartment,ARB HOMES,6661404,1116,Poonamallee
2 BHK Apartment,ARB HOMES,6524117,1093,Poonamallee
3 BHK Apartment,ARB HOMES,8899779,1491,Poonamallee
3 BHK Apartment,ARB HOMES,8893810,1490,Poonamallee
3 BHK Apartment,ARB HOMES,10368153,1737,Poonamallee
2 BHK Apartment,ARB HOMES,6446520,1080,Poonamallee
2 BHK Apartment,ARB HOMES,6428613,1077,Poonamallee
2 BHK Apartment,ARB HOMES,6482334,1086,Poonamallee
2 BHK Apartment,ARB HOMES,6458458,1082,Poonamallee
3 BHK Apartment,ARB HOMES,10278618,1722,Poonamallee
3 BHK Apartment,ARB HOMES,8702802,1458,Poonamallee
2 BHK Apartment,ARB HOMES,6500000,1000,Gowrivakkam
2 BHK Apartment,ARB HOMES,5499585,711,Poonamallee
2 BHK Apartment,ARB HOMES,6822270,882,Poonamallee
1 BHK Apartment,ARB HOMES,3809799,489,Poonamallee
3 BHK Apartment,ARB HOMES,19032465,1535,Valasaravakkam
3 BHK Apartment,ARB HOMES,17953752,1448,Valasaravakkam
2 BHK Apartment,ARB HOMES,12076626,974,Valasaravakkam
2 BHK Apartment,ARB HOMES,15746730,1270,Valasaravakkam
3 BHK Apartment,ARB HOMES,11343120,1208,Mogappair
3 BHK Apartment,ARB HOMES,12901860,1374,Mogappair
2 BHK Apartment,ARB HOMES,7594158,1002,Porur
2 BHK Apartment,ARB HOMES,7920055,1045,Porur
2 BHK Apartment,ARB HOMES,6400320,885,Perumbakkam
3 BHK Apartment,ARB HOMES,8721295,1285,Perumbakkam
2 BHK Apartment,ARB HOMES,7846720,1085,Perumbakkam
2 BHK Apartment,ARB HOMES,6581120,910,Perumbakkam
3 BHK Apartment,ARB HOMES,7669310,1130,Perumbakkam
2 BHK Apartment,ARB HOMES,7810560,1080,Perumbakkam
3 BHK Apartment,ARB HOMES,7262090,1070,Perumbakkam
1 BHK Apartment,ARB HOMES,5039712,608,Sholinganallur
2 BHK Apartment,ARB HOMES,12499812,1508,Sholinganallur
3 BHK Apartment,ARB HOMES,13610538,1642,Sholinganallur
3 BHK Apartment,ARB HOMES,12499812,1508,Sholinganallur
4 BHK Apartment,ARB HOMES,18724852,2259,Sholinganallur
4 BHK Apartment,ARB HOMES,18716562,2258,Sholinganallur
3 BHK Apartment,ARB HOMES,19131012,2308,Sholinganallur
3 BHK Apartment,ARB HOMES,19114434,2306,Sholinganallur
4 BHK Apartment,ARB HOMES,19131012,2308,Sholinganallur
3 BHK Apartment,ARB HOMES,14530617,1753,Sholinganallur
3 BHK Apartment,ARB HOMES,17788194,2146,Sholinganallur
3 BHK Apartment,ARB HOMES,14149323,1707,Sholinganallur
2 BHK Apartment,ARB HOMES,9714708,1172,Sholinganallur
3 BHK Apartment,ARB HOMES,17713592,2137,Sholinganallur
1 BHK Apartment,ARB HOMES,5172336,624,Sholinganallur
3 BHK Apartment,ARB HOMES,17324010,2090,Sholinganallur
3 BHK Apartment,ARB HOMES,14953356,1804,Sholinganallur
3 BHK Apartment,ARB HOMES,14986512,1808,Sholinganallur
4 BHK Apartment,ARB HOMES,19205612,2317,Sholinganallur
3 BHK Apartment,ARB HOMES,19205612,2317,Sholinganallur
3 BHK Apartment,ARB HOMES,19189036,2315,Sholinganallur
3 BHK Apartment,ARB HOMES,17324010,2090,Sholinganallur
3 BHK Apartment,ARB HOMES,14953356,1804,Sholinganallur
3 BHK Apartment,ARB HOMES,14986512,1808,Sholinganallur
4 BHK Apartment,ARB HOMES,19205612,2317,Sholinganallur
3 BHK Apartment,ARB HOMES,19205612,2317,Sholinganallur
3 BHK Apartment,ARB HOMES,19189036,2315,Sholinganallur
1 BHK Apartment,ARB HOMES,5064579,611,Sholinganallur
3 BHK Apartment,ARB HOMES,10000000,1271,Anna Nagar
2 BHK Apartment,ARB HOMES,7133733,869,Anna Nagar
3 BHK Apartment,ARB HOMES,8974858,1116,Anna Nagar
2 BHK Apartment,ARB HOMES,7171002,874,Anna Nagar
3 BHK Apartment,ARB HOMES,9013190,1510,Poonamallee
2 BHK Apartment,ARB HOMES,6607683,1107,Poonamallee
3 BHK Apartment,ARB HOMES,9025128,1512,Poonamallee
2 BHK Apartment,ARB HOMES,6661404,1116,Poonamallee
2 BHK Apartment,ARB HOMES,6524117,1093,Poonamallee
3 BHK Apartment,ARB HOMES,8899779,1491,Poonamallee
3 BHK Apartment,ARB HOMES,8893810,1490,Poonamallee
3 BHK Apartment,ARB HOMES,10368153,1737,Poonamallee
2 BHK Apartment,ARB HOMES,6446520,1080,Poonamallee
2 BHK Apartment,ARB HOMES,6428613,1077,Poonamallee
2 BHK Apartment,ARB HOMES,6482334,1086,Poonamallee
2 BHK Apartment,ARB HOMES,6458458,1082,Poonamallee
3 BHK Apartment,ARB HOMES,10278618,1722,Poonamallee
3 BHK Apartment,ARB HOMES,8702802,1458,Poonamallee
2 BHK Apartment,ARB HOMES,4208145,705,Poonamallee
3 BHK Apartment,ARB HOMES,8607298,1442,Poonamallee
3 BHK Apartment,ARB HOMES,8637143,1447,Poonamallee
2 BHK Apartment,ARB HOMES,4232021,709,Poonamallee
3 BHK Apartment,ARB HOMES,10236835,1715,Poonamallee
2 BHK Apartment,ARB HOMES,4154424,696,Poonamallee
3 BHK Apartment,ARB HOMES,10075672,1688,Poonamallee
2 BHK Apartment,ARB HOMES,4172331,699,Poonamallee
3 BHK Apartment,ARB HOMES,9186291,1539,Poonamallee
2 BHK Apartment,ARB HOMES,4118610,690,Poonamallee
3 BHK Apartment,ARB HOMES,9084818,1522,Poonamallee
3 BHK Apartment,ARB HOMES,9066911,1519,Poonamallee
3 BHK Apartment,ARB HOMES,12337923,2067,Poonamallee
1 BHK Apartment,ARB HOMES,3649697,665,Mogappair
1 BHK Apartment,ARB HOMES,4281376,780,Mogappair
2 BHK Apartment,ARB HOMES,8503638,1122,Porur
3 BHK Apartment,ARB HOMES,11997557,1583,Porur
2 BHK Apartment,ARB HOMES,7965529,1051,Porur
2 BHK Apartment,ARB HOMES,7609316,1004,Porur
3 BHK Apartment,ARB HOMES,8697000,1338,Gowrivakkam
3 BHK Apartment,ARB HOMES,8690500,1337,Gowrivakkam
1 BHK Apartment,ARB HOMES,3731000,574,Gowrivakkam
1 BHK Apartment,ARB HOMES,3822000,588,Gowrivakkam
1 BHK Apartment,ARB HOMES,3796000,584,Gowrivakkam
2 BHK Apartment,ARB HOMES,5515055,713,Poonamallee
2 BHK Apartment,ARB HOMES,6513000,1002,Gowrivakkam
1 BHK Apartment,ARB HOMES,4009836,516,Poonamallee
2 BHK Apartment,ARB HOMES,6500000,1000,Gowrivakkam
2 BHK Apartment,ARB HOMES,5499585,711,Poonamallee
2 BHK Apartment,ARB HOMES,6822270,882,Poonamallee
1 BHK Apartment,ARB HOMES,3809799,489,Poonamallee
3 BHK Apartment,ARB HOMES,19032465,1535,Valasaravakkam
3 BHK Apartment,ARB HOMES,17953752,1448,Valasaravakkam
2 BHK Apartment,ARB HOMES,12076626,974,Valasaravakkam
2 BHK Apartment,ARB HOMES,15746730,1270,Valasaravakkam
3 BHK Apartment,ARB HOMES,8789165,1295,Perumbakkam
3 BHK Apartment,ARB HOMES,7431765,1095,Perumbakkam
3 BHK Apartment,ARB HOMES,7465700,1100,Perumbakkam
2 BHK Apartment,ARB HOMES,9473920,1310,Perumbakkam
3 BHK Apartment,ARB HOMES,10621655,1565,Perumbakkam
3 BHK Apartment,ARB HOMES,8823100,1300,Perumbakkam
3 BHK Apartment,ARB HOMES,7296025,1075,Perumbakkam
3 BHK Apartment,ARB HOMES,10407300,1535,Perumbakkam
2 BHK Apartment,ARB HOMES,6400320,885,Perumbakkam
3 BHK Apartment,ARB HOMES,8721295,1285,Perumbakkam
2 BHK Apartment,ARB HOMES,7846720,1085,Perumbakkam
2 BHK Apartment,ARB HOMES,6581120,910,Perumbakkam
3 BHK Apartment,ARB HOMES,7669310,1130,Perumbakkam
2 BHK Apartment,ARB HOMES,7810560,1080,Perumbakkam
3 BHK Apartment,ARB HOMES,7262090,1070,Perumbakkam
1 BHK Apartment,ARB HOMES,5039712,608,Sholinganallur
2 BHK Apartment,ARB HOMES,12499812,1508,Sholinganallur
3 BHK Apartment,ARB HOMES,13610538,1642,Sholinganallur
3 BHK Apartment,ARB HOMES,12499812,1508,Sholinganallur
4 BHK Apartment,ARB HOMES,18724852,2259,Sholinganallur
2 BHK Apartment,ARB HOMES,7594158,1002,Porur
2 BHK Apartment,ARB HOMES,7920055,1045,Porur
3 BHK Apartment,ARB HOMES,10644600,1570,Perumbakkam
3 BHK Apartment,ARB HOMES,8924905,1315,Perumbakkam
3 BHK Apartment,ARB HOMES,7567505,1115,Perumbakkam
3 BHK Apartment,ARB HOMES,10553785,1555,Perumbakkam
3 BHK Apartment,ARB HOMES,8789165,1295,Perumbakkam
3 BHK Apartment,ARB HOMES,7431765,1095,Perumbakkam
3 BHK Apartment,ARB HOMES,7465700,1100,Perumbakkam
2 BHK Apartment,ARB HOMES,9473920,1310,Perumbakkam
3 BHK Apartment,ARB HOMES,10621655,1565,Perumbakkam
3 BHK Apartment,ARB HOMES,8823100,1300,Perumbakkam
3 BHK Apartment,ARB HOMES,7296025,1075,Perumbakkam
3 BHK Apartment,ARB HOMES,10407300,1535,Perumbakkam
2 BHK Apartment,ARB HOMES,6400320,885,Perumbakkam
3 BHK Apartment,ARB HOMES,8721295,1285,Perumbakkam
2 BHK Apartment,ARB HOMES,7846720,1085,Perumbakkam
2 BHK Apartment,ARB HOMES,6581120,910,Perumbakkam
3 BHK Apartment,ARB HOMES,7669310,1130,Perumbakkam
2 BHK Apartment,ARB HOMES,7810560,1080,Perumbakkam
2 BHK Apartment,ARB HOMES,7424437,908,Anna Nagar
2 BHK Apartment,ARB HOMES,7357351,899,Anna Nagar
3 BHK Apartment,ARB HOMES,10763424,1368,Anna Nagar
2 BHK Apartment,ARB HOMES,8251821,1179,Madhavaram
3 BHK Apartment,ARB HOMES,11912298,1702,Madhavaram
3 BHK Apartment,ARB HOMES,9623625,1375,Madhavaram
2 BHK Apartment,ARB HOMES,8279817,1183,Madhavaram
3 BHK Apartment,ARB HOMES,17330220,1437,Saligramam
2 BHK Apartment,ARB HOMES,8258820,1180,Madhavaram
3 BHK Apartment,ARB HOMES,19103040,1584,Saligramam
2 BHK Apartment,ARB HOMES,7628910,1090,Madhavaram
3 BHK Apartment,ARB HOMES,21925080,1818,Saligramam
2 BHK Apartment,ARB HOMES,8188830,1170,Madhavaram
3 BHK Apartment,ARB HOMES,22696920,1882,Saligramam
2 BHK Apartment,ARB HOMES,7733895,1105,Madhavaram
3 BHK Apartment,ARB HOMES,21913020,1817,Saligramam
2 BHK Apartment,ARB HOMES,7684902,1098,Madhavaram
3 BHK Apartment,ARB HOMES,17209620,1427,Saligramam
2 BHK Apartment,ARB HOMES,6733038,962,Madhavaram
3 BHK Apartment,ARB HOMES,20357280,1688,Saligramam
3 BHK Apartment,ARB HOMES,20429640,1694,Saligramam
3 BHK Apartment,ARB HOMES,12164262,1738,Madhavaram
4 BHK Independent House,ARB HOMES,37036260,3071,Saligramam
2 BHK Apartment,ARB HOMES,9007713,1287,Madhavaram
4 BHK Independent House,ARB HOMES,37024200,3070,Saligramam
2 BHK Apartment,ARB HOMES,7621911,1089,Madhavaram
3 BHK Apartment,ARB HOMES,17716140,1469,Saligramam
4 BHK Apartment,ARB HOMES,30400780,2710,Perungudi
3 BHK Apartment,ARB HOMES,20000424,1784,Perungudi
3 BHK Apartment,ARB HOMES,9981000,1509,Medavakkam
2 BHK Apartment,ARB HOMES,7978000,1162,Medavakkam
2 BHK Apartment,ARB HOMES,6880000,994,Medavakkam
2 BHK Apartment,ARB HOMES,6862000,991,Medavakkam
2 BHK Apartment,ARB HOMES,6202000,964,Medavakkam
3 BHK Apartment,ARB HOMES,8024000,1170,Medavakkam
3 BHK Apartment,ARB HOMES,9006000,1340,Medavakkam
1 BHK Apartment,ARB HOMES,4293000,546,Medavakkam
1 BHK Apartment,ARB HOMES,4305000,548,Medavakkam
3 BHK Apartment,ARB HOMES,8255000,1210,Medavakkam
2 BHK Apartment,ARB HOMES,6626000,950,Medavakkam
3 BHK Apartment,ARB HOMES,19199494,1717,Perungudi
3 BHK Apartment,ARB HOMES,17199016,1355,Perungudi
3 BHK Apartment,ARB HOMES,15499725,1387,Perungudi
4 BHK Apartment,ARB HOMES,31001024,2764,Perungudi
3 BHK Apartment,ARB HOMES,19300180,1724,Perungudi
3 BHK Apartment,ARB HOMES,19799136,1764,Perungudi
2 BHK Apartment,Krish Realty,6300000,950,Kotivakkam
4 BHK Apartment,Krish Realty,95000000,4000,Raja Annamalai Puram
3 BHK Villa,Acehome,5600000,800,Kundrathur
4 BHK Independent House,24K Realtors,35000000,2200,Velachery
3 BHK Apartment,Karthick,12625600,1329,Jamalia
2 BHK Apartment,Eminent Assets,11210000,1180,Virugambakkam
3 BHK Apartment,Eminent Assets,12198000,1284,Virugambakkam
3 BHK Apartment,Karthick,12650000,1329,Jamalia
3 BHK Apartment,Karthick,12800000,1280,Jamalia
3 BHK Apartment,Karthick,12700000,1325,Jamalia
3 BHK Apartment,Karthick,12625500,1320,Jamalia
3 BHK Apartment,Karthick,12800000,1235,Jamalia
3 BHK Apartment,Karthick,12625600,1329,Jamalia
3 BHK Apartment,Eminent Assets,12207500,1285,Virugambakkam
3 BHK Apartment,Eminent Assets,12207500,1285,Virugambakkam
2 BHK Apartment,Eminent Assets,11229000,1182,Virugambakkam
3 BHK Apartment,Eeshani,10096200,1278,Manapakkam
3 BHK Apartment,Eeshani,9677500,1225,Manapakkam
3 BHK Apartment,Eeshani,10880000,1600,Madipakkam
3 BHK Apartment,Eeshani,8680000,1240,Chromepet
3 BHK Apartment,Eeshani,8832000,1472,Pallavaram
2 BHK Apartment,Eeshani,4824000,804,Pallavaram
2 BHK Apartment,Eeshani,5400000,900,Pallavaram
3 BHK Apartment,Eeshani,8610000,1230,Chromepet
3 BHK Apartment,Eeshani,8100000,1350,Pallavaram
3 BHK Apartment,Eeshani,12080000,1510,Madipakkam
3 BHK Apartment,Eeshani,6600000,1100,Pallavaram
3 BHK Apartment,Eeshani,9148200,1158,Manapakkam
3 BHK Apartment,Eeshani,9401000,1190,Manapakkam
3 BHK Apartment,Eeshani,8405600,1064,Manapakkam
3 BHK Apartment,Eeshani,10996800,1392,Manapakkam
3 BHK Apartment,Eeshani,9432600,1194,Manapakkam
2 BHK Apartment,Eeshani,7900000,1000,Manapakkam
2 BHK Independent House,Red Sand,3355000,838,Mudichur
1 BHK Independent House,Red Sand,2767500,603,Amarambedu
2 BHK Independent House,Red Sand,2767500,603,Kolathur
2 BHK Independent House,Red Sand,3355000,838,Kolathur
2 BHK Independent House,Red Sand,3469800,852,Kolathur
1 BHK Independent House,Red Sand,2767500,603,Amarambedu
1 BHK Independent House,Red Sand,2767500,603,Kolathur
2 BHK Independent House,Red Sand,2767500,603,Amarambedu
2 BHK Independent House,Red Sand,3355000,838,Somangalam
2 BHK Apartment,Green Nest,4962000,730,Selaiyur
3 BHK Apartment,Green Nest,7597000,1315,Rajakilpakkam
1 BHK Independent House,Red Sand,2767500,603,Padapai
2 BHK Independent House,Red Sand,3355000,838,Sriperumbudur
1 BHK Independent House,Red Sand,2767500,603,Sriperumbudur
2 BHK Independent House,Red Sand,3469800,852,Mudichur
1 BHK Independent House,Red Sand,2767500,603,Somangalam
2 BHK Apartment,Green Nest,9500000,1020,Nanganallur
2 BHK Apartment,Gayathiri,6426000,952,Perungalathur
3 BHK Apartment,Gayathiri,8430750,1249,Perungalathur
3 BHK Apartment,Gayathiri,10044000,1488,Perungalathur
2 BHK Apartment,Gayathiri,6264000,928,Perungalathur
2 BHK Apartment,Gayathiri,6264000,928,Perungalathur
3 BHK Apartment,Sri Rahavendra Builders,9700000,1386,Perambur
2 BHK Apartment,Sri Rahavendra Builders,6265000,895,Perambur
3 BHK Apartment,Sri Rahavendra Builders,8535000,1219,Perambur
2 BHK Apartment,Sri Rahavendra Builders,6265000,895,Perambur
2 BHK Apartment,Sri Rahavendra Builders,5720000,817,Perambur
2 BHK Apartment,Sri Rahavendra Builders,4936800,726,Perambur
2 BHK Apartment,Sri Rahavendra Builders,4936800,726,Perambur
